author,title,url,year,citations,citations list
AndyZaidman,Analyzing the state of static analysis: A large-scale evaluation in open source software,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/7476667/,2016,121,"http://scholar.google.com/scholar?cites=17367347745178129445&as_sdt=2005&sciodt=0,5&hl=en"
AndyZaidman,Context is king: The developer perspective on the usage of static analysis tools,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/8330195/,2018,51,"http://scholar.google.com/scholar?cites=14046530394659259752&as_sdt=2005&sciodt=0,5&hl=en"
AndyZaidman,How developers engage with static analysis tools in different contexts,http://scholar.google.com/https://link.springer.com/article/10.1007/s10664-019-09750-5,2020,21,"http://scholar.google.com/scholar?cites=10394902106589670074&as_sdt=2005&sciodt=0,5&hl=en"
AndyZaidman,Modern code reviews in open-source projects: Which problems do they fix?,http://scholar.google.com/https://dl.acm.org/doi/abs/10.1145/2597073.2597082,2014,191,"http://scholar.google.com/scholar?cites=15877497969250980095&as_sdt=2005&sciodt=0,5&hl=en"
ChakkritTantithamthavorn,Who should review my code? a file location-based code-reviewer recommendation approach for modern code review,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/7081824/,2015,169,"http://scholar.google.com/scholar?cites=7071181244179207918&as_sdt=2005&sciodt=0,5&hl=en"
BerndFischer,Generating code review documentation for auto-generated mission-critical software,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/5226807/,2009,7,"http://scholar.google.com/scholar?cites=11343589787056356301&as_sdt=2005&sciodt=0,5&hl=en"
ChaoWang,Thread-modular static analysis for relaxed memory models,http://scholar.google.com/https://dl.acm.org/doi/abs/10.1145/3106237.3106243,2017,12,"http://scholar.google.com/scholar?cites=16089186046615733656&as_sdt=2005&sciodt=0,5&hl=en"
ChaoWang,Debreach: mitigating compression side channels via static analysis and transformation,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/8952360/,2019,1,"http://scholar.google.com/scholar?cites=3824779970893418081&as_sdt=2005&sciodt=0,5&hl=en"
DanHao,Supporting oracle construction via static analysis,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/7582756/,2016,14,"http://scholar.google.com/scholar?cites=1214803908649678342&as_sdt=2005&sciodt=0,5&hl=en"
SebastianProksch,Context is king: The developer perspective on the usage of static analysis tools,http://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/8330195/,2018,51,"http://scholar.google.com/scholar?cites=14046530394659259752&as_sdt=2005&sciodt=0,5&hl=en"
SebastianProksch,How developers engage with static analysis tools in different contexts,http://scholar.google.com/https://link.springer.com/article/10.1007/s10664-019-09750-5,2020,21,"http://scholar.google.com/scholar?cites=10394902106589670074&as_sdt=2005&sciodt=0,5&hl=en"
